,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,label
173,0.49,0.5,0.5,0.49,0.52,0.58,0.47,0.45,0.53,0.53,0.56,0.57,0.56,0.57,0.56,0.56,0.51,0.54,0.48,0
174,0.54,0.5,0.5,0.49,0.53,0.58,0.47,0.47,0.53,0.53,0.56,0.57,0.56,0.56,0.56,0.57,0.51,0.54,0.48,0
175,0.7,0.5,0.5,0.49,0.52,0.58,0.47,0.46,0.51,0.53,0.56,0.56,0.56,0.57,0.56,0.56,0.51,0.53,0.48,0
176,0.47,0.5,0.5,0.49,0.52,0.58,0.47,0.46,0.55,0.52,0.56,0.56,0.56,0.55,0.56,0.56,0.51,0.53,0.48,0
177,0.48,0.5,0.5,0.55,0.49,0.58,0.58,0.39,0.45,0.42,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.4,0
178,0.49,0.5,0.5,1.0,0.52,0.58,0.53,0.98,0.41,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.64,0.46,1.0,0
179,0.52,0.5,0.5,0.55,0.51,0.58,0.4,1.0,0.58,0.62,0.63,0.62,0.63,0.62,0.63,0.63,0.75,0.59,1.0,0
180,0.49,0.5,0.5,0.55,0.51,0.58,0.39,1.0,0.6,0.62,0.63,0.63,0.63,0.62,0.63,0.63,0.74,0.61,1.0,0
181,0.5,0.5,0.5,0.49,0.51,0.58,0.38,0.9,0.61,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.71,0.62,0.96,0
182,0.47,0.5,0.5,0.55,0.5,0.58,0.39,0.7,0.64,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.7,0.61,0.95,0
183,0.5,0.5,0.5,0.49,0.52,0.58,0.39,0.83,0.64,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.67,0.61,0.84,0
184,0.5,0.5,0.5,0.55,0.5,0.58,0.39,0.79,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.67,0.61,0.8,0
185,0.47,0.5,0.5,0.49,0.5,0.58,0.39,0.64,0.61,0.62,0.62,0.62,0.63,0.62,0.63,0.62,0.67,0.61,0.79,0
186,0.52,0.5,0.5,0.55,0.51,0.58,0.39,0.58,0.63,0.61,0.62,0.62,0.62,0.61,0.62,0.62,0.66,0.61,0.76,0
187,0.49,0.5,0.5,0.49,0.52,0.58,0.39,0.66,0.63,0.62,0.62,0.62,0.63,0.62,0.63,0.62,0.66,0.61,0.75,0
188,0.47,0.5,0.5,0.49,0.5,0.58,0.39,0.75,0.61,0.63,0.63,0.62,0.63,0.62,0.63,0.63,0.66,0.61,0.75,0
189,0.51,0.5,0.5,0.49,0.5,0.58,0.39,0.81,0.62,0.62,0.63,0.62,0.63,0.62,0.63,0.62,0.66,0.61,0.75,0
190,0.48,0.5,0.5,0.49,0.52,0.58,0.38,0.62,0.68,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.66,0.62,0.76,0
191,0.51,0.5,0.5,0.49,0.49,0.58,0.38,0.81,0.68,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.67,0.62,0.76,0
192,0.58,0.5,0.5,0.49,0.52,0.58,0.38,0.68,0.63,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.66,0.62,0.75,0
193,0.58,0.5,0.5,0.55,0.51,0.58,0.38,0.65,0.6,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.66,0.62,0.74,0
194,0.55,0.5,0.5,0.55,0.53,0.58,0.38,0.62,0.61,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.67,0.62,0.8,0
195,0.53,0.5,0.5,0.49,0.52,0.58,0.37,0.69,0.67,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.68,0.63,0.84,0
196,0.5,0.5,0.5,0.49,0.53,0.58,0.38,0.59,0.63,0.63,0.63,0.63,0.64,0.63,0.64,0.63,0.67,0.63,0.78,0
197,0.53,0.5,0.5,0.49,0.5,0.58,0.37,0.6,0.61,0.64,0.64,0.64,0.64,0.63,0.64,0.64,0.66,0.63,0.79,0
198,0.5,0.5,0.5,0.49,0.52,0.58,0.38,0.61,0.6,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.67,0.62,0.77,0
199,0.51,0.5,0.5,0.49,0.52,0.58,0.38,0.76,0.61,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.66,0.62,0.73,0
200,0.5,0.5,0.5,0.49,0.52,0.58,0.38,0.61,0.58,0.64,0.63,0.63,0.64,0.63,0.64,0.63,0.66,0.62,0.71,0
201,0.48,0.5,0.5,0.49,0.52,0.58,0.38,0.58,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.62,0.7,0
202,0.49,0.5,0.5,0.49,0.53,0.58,0.38,0.56,0.62,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.62,0.7,0
203,0.52,0.5,0.5,0.49,0.51,0.58,0.38,0.58,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.62,0.7,0
204,0.53,0.5,0.5,0.49,0.53,0.58,0.37,0.66,0.63,0.63,0.63,0.63,0.64,0.63,0.64,0.63,0.66,0.63,0.71,0
205,0.58,0.5,0.5,0.49,0.52,0.58,0.38,0.69,0.58,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.62,0.7,0
206,0.59,0.5,0.5,0.49,0.51,0.58,0.39,0.66,0.63,0.62,0.62,0.62,0.63,0.62,0.63,0.62,0.64,0.62,0.69,0
207,0.6,0.5,0.5,0.49,0.51,0.58,0.38,0.71,0.6,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.62,0.7,0
208,0.61,0.5,0.5,0.49,0.53,0.58,0.38,0.62,0.6,0.64,0.63,0.63,0.63,0.62,0.63,0.63,0.65,0.62,0.69,0
209,0.65,0.5,0.5,0.49,0.52,0.58,0.38,0.65,0.65,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.64,0.62,0.68,0
210,0.67,0.5,0.5,0.49,0.51,0.58,0.38,0.54,0.66,0.62,0.63,0.63,0.63,0.62,0.63,0.63,0.63,0.62,0.69,0
211,0.56,0.5,0.5,0.49,0.51,0.58,0.39,0.62,0.67,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.63,0.61,0.68,0
212,0.49,0.5,0.5,0.49,0.49,0.58,0.39,0.54,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.61,0.68,0
213,0.5,0.5,0.5,0.49,0.52,0.58,0.39,0.66,0.6,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.61,0.68,0
214,0.5,0.5,0.5,0.49,0.53,0.58,0.38,0.62,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.62,0.68,0
215,0.47,0.5,0.5,0.49,0.52,0.58,0.38,0.65,0.61,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.64,0.63,0.68,0
216,0.49,0.5,0.5,0.49,0.52,0.58,0.38,0.67,0.6,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.65,0.62,0.68,0
217,0.5,0.5,0.5,0.55,0.52,0.58,0.38,0.7,0.62,0.62,0.63,0.62,0.63,0.62,0.63,0.63,0.65,0.62,0.69,0
218,0.51,0.5,0.5,0.55,0.52,0.58,0.38,0.66,0.63,0.62,0.63,0.63,0.63,0.62,0.63,0.63,0.65,0.62,0.68,0
219,0.49,0.5,0.5,0.49,0.51,0.58,0.37,0.59,0.58,0.64,0.64,0.63,0.64,0.63,0.64,0.64,0.66,0.63,0.69,0
220,0.5,0.5,0.5,0.49,0.52,0.58,0.37,0.65,0.62,0.63,0.63,0.63,0.63,0.62,0.63,0.63,0.65,0.63,0.68,0
221,0.49,0.5,0.5,0.49,0.53,0.58,0.36,0.55,0.61,0.64,0.64,0.64,0.64,0.63,0.64,0.64,0.65,0.64,0.69,0
222,0.52,0.5,0.5,0.49,0.51,0.58,0.36,0.52,0.66,0.65,0.65,0.64,0.65,0.64,0.65,0.65,0.65,0.64,0.69,0
223,0.49,0.5,0.5,0.49,0.52,0.58,0.36,0.51,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.65,0.64,0.68,0
224,0.5,0.5,0.5,0.49,0.52,0.58,0.37,0.61,0.63,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.66,0.64,0.69,0
225,0.51,0.5,0.5,0.49,0.53,0.58,0.36,0.62,0.64,0.65,0.65,0.64,0.65,0.64,0.65,0.65,0.66,0.64,0.69,0
226,0.51,0.5,0.5,0.49,0.53,0.58,0.35,0.72,0.61,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.66,0.65,0.69,0
227,0.48,0.5,0.5,0.49,0.53,0.58,0.35,0.56,0.64,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.67,0.65,0.68,0
228,0.51,0.5,0.5,0.49,0.52,0.58,0.35,0.68,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.66,0.65,0.68,0
229,0.49,0.5,0.5,0.49,0.52,0.58,0.35,0.64,0.68,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.67,0.65,0.68,0
230,0.49,0.5,0.5,0.49,0.51,0.58,0.35,0.7,0.68,0.65,0.66,0.65,0.66,0.64,0.66,0.66,0.67,0.65,0.68,0
231,0.47,0.5,0.5,0.49,0.52,0.58,0.35,0.71,0.72,0.66,0.66,0.66,0.66,0.65,0.66,0.66,0.67,0.66,0.69,0
232,0.5,0.5,0.5,0.49,0.52,0.58,0.34,0.6,0.65,0.66,0.66,0.66,0.67,0.65,0.67,0.66,0.68,0.66,0.68,0
233,0.5,0.5,0.5,0.49,0.52,0.58,0.33,0.57,0.67,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.68,0.67,0.69,0
234,0.52,0.5,0.5,0.49,0.52,0.58,0.33,0.69,0.67,0.68,0.68,0.67,0.68,0.67,0.68,0.68,0.69,0.67,0.7,0
235,0.52,0.5,0.5,0.55,0.53,0.58,0.31,0.55,0.64,0.69,0.69,0.69,0.69,0.68,0.69,0.69,0.7,0.69,0.7,0
236,0.53,0.5,0.5,0.49,0.53,0.58,0.31,0.57,0.66,0.7,0.69,0.69,0.69,0.68,0.69,0.69,0.73,0.69,0.8,0
237,0.52,0.5,0.5,0.49,0.52,0.58,0.3,0.56,0.72,0.71,0.7,0.7,0.7,0.69,0.7,0.7,0.73,0.7,0.77,0
238,0.48,0.5,0.5,0.49,0.53,0.58,0.3,0.94,0.7,0.71,0.7,0.7,0.71,0.7,0.71,0.7,0.72,0.71,0.74,0
239,0.49,0.5,0.5,0.49,0.53,0.58,0.28,0.77,0.68,0.73,0.72,0.72,0.72,0.72,0.72,0.72,0.73,0.73,0.74,0
240,0.49,0.5,0.5,0.49,0.53,0.58,0.26,0.64,0.72,0.74,0.73,0.73,0.74,0.73,0.74,0.73,0.75,0.74,0.73,0
241,0.49,0.5,0.5,0.49,0.52,0.58,0.24,0.74,0.73,0.77,0.75,0.75,0.76,0.75,0.76,0.75,0.76,0.76,0.74,0
242,0.52,0.5,0.5,0.49,0.53,0.58,0.23,0.71,0.75,0.78,0.76,0.76,0.76,0.76,0.76,0.76,0.77,0.77,0.75,0
243,0.53,0.5,0.5,0.49,0.52,0.85,0.2,0.86,0.78,0.8,0.79,0.79,0.79,0.79,0.79,0.79,0.81,0.8,0.8,0
244,0.53,0.5,0.5,0.49,0.53,0.85,0.18,0.73,0.78,0.82,0.8,0.8,0.8,0.8,0.8,0.8,0.82,0.82,0.81,0
245,0.52,0.5,0.5,0.49,0.53,0.85,0.16,1.0,0.81,0.85,0.82,0.82,0.82,0.82,0.82,0.82,0.86,0.84,0.88,0
246,0.51,0.5,0.5,0.49,0.53,0.85,0.13,1.0,0.81,0.87,0.84,0.84,0.84,0.84,0.84,0.84,0.87,0.87,0.85,0
247,0.52,0.5,0.5,0.49,0.52,0.85,0.13,0.87,0.85,0.88,0.84,0.84,0.85,0.85,0.85,0.84,0.89,0.88,0.91,0
248,0.51,0.5,0.5,0.55,0.52,0.85,0.11,0.88,0.86,0.88,0.85,0.85,0.86,0.86,0.86,0.85,0.89,0.89,0.86,0
249,0.52,0.5,0.5,0.49,0.52,0.85,0.1,0.85,0.91,0.9,0.86,0.86,0.86,0.86,0.86,0.86,0.89,0.9,0.84,0
250,0.5,0.5,0.5,0.49,0.51,0.85,0.09,1.0,0.88,0.9,0.87,0.87,0.87,0.88,0.87,0.87,0.9,0.92,0.84,0
251,0.51,0.5,0.5,0.49,0.53,0.85,0.07,1.0,0.96,0.92,0.87,0.88,0.88,0.89,0.88,0.87,0.92,0.93,0.89,0
252,0.49,0.5,0.5,0.49,0.52,0.85,0.07,1.0,0.99,0.93,0.89,0.89,0.89,0.9,0.89,0.88,0.91,0.94,0.83,0
253,0.51,0.5,0.5,0.49,0.52,0.85,0.05,0.95,1.0,0.95,0.89,0.9,0.9,0.91,0.9,0.89,0.94,0.96,0.85,0
254,0.47,0.5,0.5,0.49,0.52,0.85,0.04,0.9,0.92,0.96,0.91,0.91,0.91,0.93,0.91,0.91,0.94,0.97,0.87,0
255,0.49,0.5,0.5,0.49,0.53,1.0,0.02,0.7,0.94,0.97,0.91,0.92,0.92,0.94,0.92,0.91,0.95,0.98,0.85,0
256,0.47,0.5,0.5,0.49,0.51,1.0,0.03,0.76,0.93,0.98,0.91,0.92,0.92,0.94,0.92,0.91,0.94,0.98,0.83,0
257,0.5,0.5,0.5,0.49,0.53,1.0,0.01,1.0,0.98,0.99,0.92,0.93,0.93,0.95,0.93,0.92,0.95,1.0,0.83,0
258,0.52,0.5,0.5,0.55,0.53,1.0,0.0,0.87,0.97,0.99,0.92,0.93,0.93,0.96,0.93,0.92,0.96,1.0,0.81,0
259,0.49,0.5,0.5,0.49,0.53,1.0,0.0,0.75,0.95,1.0,0.93,0.93,0.93,0.96,0.93,0.93,1.0,1.0,0.94,0
260,0.51,0.5,0.5,0.55,0.53,1.0,0.02,1.0,1.0,0.98,0.92,0.92,0.92,0.95,0.92,0.91,0.94,0.99,0.82,0
261,0.49,0.5,0.5,0.55,0.53,1.0,0.03,0.68,1.0,0.97,0.91,0.92,0.91,0.94,0.91,0.91,0.93,0.98,0.8,0
262,0.49,0.5,0.5,0.49,0.51,1.0,0.04,0.68,0.94,0.96,0.9,0.91,0.91,0.93,0.91,0.9,0.92,0.97,0.79,0
263,0.53,0.5,0.5,0.49,0.52,1.0,0.06,1.0,0.9,0.95,0.89,0.9,0.9,0.92,0.9,0.89,0.91,0.95,0.77,0
264,0.52,0.5,0.5,0.49,0.55,1.0,0.06,0.76,0.99,0.95,0.89,0.9,0.89,0.92,0.89,0.89,0.91,0.95,0.76,0
265,0.53,0.5,0.5,0.49,0.51,1.0,0.08,0.7,0.9,0.92,0.87,0.88,0.88,0.9,0.88,0.87,0.88,0.93,0.75,0
266,0.51,0.5,0.5,0.49,0.53,1.0,0.09,0.85,0.89,0.91,0.86,0.87,0.87,0.89,0.87,0.86,0.89,0.91,0.75,0
267,0.53,0.5,0.5,0.49,0.51,1.0,0.11,0.93,0.93,0.89,0.85,0.86,0.86,0.87,0.86,0.85,0.86,0.9,0.73,0
268,0.52,0.5,0.5,0.49,0.5,0.85,0.14,0.85,0.87,0.87,0.83,0.84,0.84,0.85,0.84,0.83,0.83,0.87,0.71,0
269,0.51,0.5,0.5,0.49,0.52,0.85,0.15,0.91,0.92,0.86,0.82,0.82,0.82,0.83,0.82,0.82,0.83,0.85,0.71,0
270,0.49,0.5,0.5,0.49,0.51,0.85,0.17,0.99,0.87,0.82,0.8,0.8,0.8,0.81,0.8,0.8,0.8,0.83,0.68,0
271,0.53,0.5,0.5,0.49,0.51,0.85,0.21,0.59,0.83,0.8,0.78,0.78,0.78,0.79,0.78,0.78,0.77,0.8,0.67,0
272,0.49,0.5,0.5,0.49,0.51,0.85,0.23,0.54,0.75,0.78,0.76,0.76,0.76,0.77,0.76,0.76,0.75,0.78,0.65,0
273,0.51,0.5,0.5,0.49,0.5,0.85,0.25,0.62,0.79,0.76,0.74,0.74,0.74,0.75,0.74,0.74,0.73,0.76,0.64,0
274,0.5,0.5,0.5,0.49,0.51,0.85,0.28,0.69,0.71,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0.73,0.62,0
275,0.48,0.5,0.5,0.49,0.52,0.58,0.3,0.69,0.69,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.68,0.71,0.6,0
276,0.52,0.5,0.5,0.49,0.51,0.58,0.33,0.67,0.69,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.68,0.58,0
277,0.51,0.5,0.5,0.49,0.51,0.58,0.35,0.65,0.66,0.66,0.65,0.65,0.66,0.65,0.66,0.65,0.63,0.66,0.57,0
278,0.5,0.5,0.5,0.49,0.51,0.58,0.37,0.6,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.61,0.63,0.55,0
279,0.47,0.5,0.5,0.49,0.51,0.58,0.4,0.45,0.64,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.59,0.61,0.54,0
280,0.48,0.5,0.5,0.49,0.5,0.58,0.42,0.46,0.64,0.58,0.59,0.59,0.59,0.58,0.59,0.59,0.57,0.58,0.52,0
281,0.5,0.5,0.5,0.49,0.51,0.58,0.44,0.46,0.59,0.57,0.56,0.56,0.57,0.56,0.57,0.56,0.55,0.56,0.51,0
282,0.5,0.5,0.5,0.49,0.51,0.58,0.46,0.47,0.54,0.54,0.54,0.54,0.54,0.53,0.54,0.54,0.53,0.54,0.49,0
283,0.51,0.5,0.5,0.49,0.49,0.32,0.48,0.52,0.54,0.52,0.53,0.52,0.53,0.52,0.53,0.53,0.52,0.52,0.48,0
284,0.48,0.5,0.5,0.49,0.53,0.32,0.5,0.44,0.59,0.51,0.5,0.5,0.51,0.49,0.51,0.5,0.51,0.5,0.49,0
285,0.49,0.5,0.5,0.49,0.51,0.32,0.51,0.48,0.5,0.49,0.49,0.49,0.49,0.48,0.49,0.49,0.49,0.49,0.46,0
286,0.52,0.5,0.5,0.49,0.51,0.32,0.53,0.38,0.47,0.48,0.48,0.47,0.48,0.47,0.48,0.48,0.47,0.47,0.45,0
287,0.51,0.5,0.5,0.49,0.49,0.32,0.54,0.5,0.49,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.43,0
288,0.5,0.5,0.5,0.49,0.51,0.32,0.59,0.52,0.45,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.41,0.42,0.43,0
289,0.48,0.5,0.5,0.54,0.51,0.32,0.61,0.32,0.42,0.39,0.4,0.4,0.4,0.39,0.4,0.4,0.39,0.39,0.41,0
290,0.5,0.5,0.5,0.49,0.52,0.32,0.63,0.31,0.4,0.38,0.38,0.37,0.38,0.37,0.38,0.38,0.37,0.37,0.39,0
291,0.49,0.5,0.5,0.49,0.51,0.32,0.64,0.34,0.4,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.37,0.36,0.37,0
292,0.5,0.5,0.5,0.49,0.49,0.32,0.65,0.37,0.37,0.34,0.35,0.35,0.35,0.34,0.35,0.35,0.34,0.35,0.36,0
293,0.48,0.5,0.5,0.49,0.51,0.32,0.66,0.25,0.38,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0
294,0.48,0.5,0.5,0.49,0.49,0.32,0.67,0.28,0.32,0.33,0.33,0.33,0.33,0.32,0.33,0.33,0.33,0.33,0.34,0
295,0.48,0.5,0.5,0.49,0.49,0.32,0.68,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0
296,0.48,0.5,0.5,0.49,0.49,0.32,0.69,0.21,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.31,0.33,0
297,0.49,0.5,0.5,0.49,0.48,0.32,0.7,0.3,0.32,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0
298,0.48,0.5,0.5,0.49,0.51,0.32,0.71,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0
299,0.48,0.5,0.5,0.49,0.49,0.32,0.71,0.24,0.28,0.29,0.29,0.28,0.29,0.28,0.29,0.29,0.28,0.29,0.29,0
300,0.48,0.5,0.5,0.49,0.48,0.32,0.73,0.33,0.26,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.27,0
301,0.48,0.5,0.5,0.49,0.47,0.32,0.74,0.31,0.25,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.26,0
302,0.48,0.5,0.5,0.49,0.47,0.32,0.74,0.36,0.24,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0
303,0.48,0.5,0.5,0.49,0.46,0.32,0.75,0.38,0.23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0
304,0.48,0.5,0.5,0.49,0.47,0.32,0.76,0.23,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0
305,0.48,0.5,0.5,0.49,0.47,0.32,0.76,0.23,0.23,0.24,0.23,0.24,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0
306,0.48,0.5,0.5,0.49,0.47,0.32,0.77,0.19,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.22,0
307,0.48,0.5,0.5,0.49,0.47,0.32,0.77,0.24,0.23,0.24,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.21,0
308,0.48,0.5,0.5,0.49,0.46,0.32,0.77,0.28,0.26,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.23,0.21,0
309,0.48,0.5,0.5,0.49,0.45,0.32,0.78,0.22,0.21,0.23,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.23,0.21,0
310,0.48,0.5,0.5,0.49,0.46,0.32,0.78,0.29,0.18,0.23,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.22,0.2,0
311,0.48,0.5,0.5,0.49,0.46,0.32,0.78,0.19,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.22,0.2,0
312,0.48,0.5,0.5,0.49,0.46,0.32,0.79,0.32,0.22,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.22,0.22,0.2,0
313,0.48,0.5,0.5,0.49,0.48,0.32,0.79,0.25,0.21,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.19,0
314,0.48,0.5,1.0,0.54,0.89,0.32,0.74,0.24,0.27,0.21,0.19,0.2,0.2,0.2,0.2,0.19,0.24,0.21,0.22,0
315,0.48,0.5,1.0,0.49,1.0,0.32,0.73,0.22,0.27,0.23,0.19,0.19,0.19,0.2,0.19,0.19,0.24,0.21,0.24,0
316,0.48,0.5,1.0,0.49,0.75,0.32,0.77,0.24,0.24,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.21,0.2,0.2,0
317,0.48,0.5,0.5,0.54,0.46,0.32,0.8,0.32,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.19,0.2,0.18,0
318,0.48,0.5,0.5,0.54,0.47,0.32,0.8,0.37,0.2,0.19,0.18,0.19,0.19,0.2,0.19,0.18,0.2,0.2,0.19,0
319,0.48,0.5,0.5,0.49,0.44,0.32,0.81,0.37,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.17,0
320,0.48,0.5,0.5,0.49,0.43,0.32,0.81,0.34,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.17,0
321,0.48,0.5,0.5,0.49,0.46,0.32,0.81,0.29,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0
322,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.27,0.19,0.19,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.17,0
323,0.48,0.5,0.5,0.49,0.47,0.32,0.81,0.26,0.18,0.19,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.17,0
324,0.48,0.5,0.5,0.49,0.48,0.32,0.81,0.21,0.21,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.18,0.19,0.16,0
325,0.48,0.5,0.5,0.49,0.47,0.32,0.81,0.24,0.17,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.18,0.19,0.16,0
326,0.48,0.5,0.5,0.49,0.45,0.32,0.82,0.2,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16,0
327,0.48,0.5,0.5,0.49,0.44,0.32,0.82,0.29,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0
328,0.48,0.5,0.5,0.49,0.44,0.32,0.82,0.29,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16,0
329,0.48,0.5,0.5,0.49,0.48,0.32,0.82,0.15,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16,0
330,0.48,0.5,0.5,0.49,0.47,0.32,0.82,0.3,0.18,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.19,0.16,0
331,0.48,0.5,0.5,0.49,0.46,0.32,0.82,0.31,0.2,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.19,0.16,0
332,0.48,0.5,0.5,0.49,0.47,0.32,0.82,0.35,0.18,0.19,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.19,0.16,0
333,0.48,0.5,0.5,0.49,0.46,0.32,0.82,0.24,0.16,0.19,0.16,0.17,0.16,0.18,0.16,0.16,0.18,0.18,0.15,0
334,0.48,0.5,0.5,0.49,0.48,0.32,0.82,0.93,0.18,0.19,0.16,0.17,0.16,0.18,0.16,0.16,0.18,0.18,0.17,0
335,0.48,0.5,0.5,0.49,0.46,0.32,0.82,0.15,0.19,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.18,0.16,0
336,0.48,0.5,0.5,0.49,0.45,0.32,0.82,0.19,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0
337,0.48,0.5,0.5,0.49,0.43,0.32,0.82,0.3,0.18,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.18,0.18,0.16,0
338,0.48,0.5,0.5,0.49,0.44,0.32,0.82,0.2,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.16,0.17,0.19,0.16,0
339,0.48,0.5,0.5,0.49,0.45,0.32,0.82,0.28,0.17,0.19,0.16,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16,0
340,0.48,0.5,0.92,0.49,0.48,0.32,0.81,0.27,0.16,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16,0
341,0.48,0.5,0.5,0.49,0.45,0.32,0.82,0.28,0.18,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16,0
342,0.47,0.5,0.5,0.49,0.43,0.32,0.81,0.24,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.16,0
343,0.48,0.5,0.5,0.49,0.43,0.32,0.81,0.15,0.17,0.19,0.17,0.17,0.17,0.19,0.17,0.17,0.18,0.19,0.16,0
344,0.48,0.5,0.5,0.49,0.45,0.32,0.81,0.21,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.17,0.19,0.19,0.18,0
345,0.48,0.5,0.5,0.49,0.44,0.32,0.81,0.23,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.17,0
346,0.48,0.5,0.5,0.49,0.44,0.32,0.81,0.15,0.18,0.19,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.2,0.17,0
