Data,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
1122,0.650958593,0.832929782,0.5,0.167070218,0.332929782,26.47699758,0.037768633,407.9316711,25.91049129,-0.507110713,52.09304514,0.988095238,0.992857143,0.990299071,0.990418118,0.997619048,0.83296748,3.27627634,-3.27627634,9.299723933,6.023447593,0,2,10935,0,413,0,0,10935,0.025422954,-0.72496748,0.116279662,0,0,0,0,0,20.2458992,3.169454765,-0.065250888,3.024625097,0,0,0,0,0
1123,0.611382905,0.849382716,0.5,0.150617284,0.349382716,27,0.037037037,399.9381058,27.74030363,-0.364369631,53.51195879,0.980182927,0.941152729,0.935728804,0.985182927,0.977801974,0.849430894,3.295836866,-3.295836866,9.299723933,6.003887067,0,2,10935,0,405,0,0,10935,0.025605853,-0.460994959,-0.06437768,0,0,0,0,0,20.04759026,3.302282122,-0.061313007,3.132364979,0,0,0,0,0
1124,0.960191462,0.616915423,0.5,0.383084577,0.116915423,54.40298507,0.018381344,195.8730401,16.55464803,-0.796858311,29.59672035,0.853984962,0.896015038,0.849987469,0.939398496,0.893057644,0.617092732,3.996419025,-3.996419025,9.299723933,5.303304908,0,2,10935,0,201,0,0,10935,0.013168724,-0.519903183,0.425591975,0,0,0,0,0,14.06436539,2.670842446,-0.248985678,2.400248526,0,0,0,0,0
1125,0.997833113,0.52739726,0.5,0.47260274,0.02739726,74.89726027,0.013351623,140.9000779,12.05902451,-1.624842048,22.69923003,0.971282051,0.938021978,0.938021978,0.972857143,0.963589744,0.931355311,4.316117311,-4.316117311,9.299723933,4.983606622,0,2,10935,0,146,0,0,10935,0.009236397,-1.727783918,-0.099130727,0,0,0,0,0,11.9518137,2.309369963,-0.393608391,2.079436934,0,0,0,0,0
1126,0.888295496,0.694174757,0.5,0.305825243,0.194174757,26.54126214,0.037677183,406.7935058,25.73912124,-1.211239746,57.12467977,0.917261905,0.958809524,0.949166667,0.949166667,0.956309524,0.742261905,3.278700584,-3.278700584,9.299723933,6.021023349,0,2,10935,0,412,0,0,10935,0.024508459,-0.830356836,-0.15355055,0,0,0,0,0,20.21605682,2.959839294,-0.345883965,3.276964746,0,0,0,0,0
1127,0.686375617,0.817102138,0.5,0.182897862,0.317102138,25.97387173,0.038500229,415.9341292,28.42952145,-0.287040949,57.11067282,0.936080274,0.959510304,0.947602841,0.97379872,0.968862599,0.817219026,3.257091099,-3.257091099,9.299723933,6.042632834,0,2,10935,0,421,0,0,10935,0.026611797,-0.502743721,-0.134964854,0,0,0,0,0,20.44260406,3.31427385,-0.162780404,3.207858844,0,0,0,0,0
1129,0.907525069,0.677083333,0.5,0.322916667,0.177083333,28.4765625,0.035116598,378.7260742,24.42655536,-1.232571006,49.02345909,0.958232119,0.961066127,0.955802969,0.974021592,0.971322537,0.677192982,3.349081381,-3.349081381,9.299723933,5.950642553,0,2,10935,0,384,0,0,10935,0.021490626,-1.089424491,-0.552405119,0,0,0,0,0,19.50868034,3.070257506,-0.256837755,3.011477216,0,0,0,0,0
1131,0.940599369,0.642487047,0.5,0.357512953,0.142487047,56.65803109,0.017649749,187.7099457,14.71931933,-1.338368812,27.13192244,0.99,0.974444444,0.974444444,0.974736842,0.99,0.880175439,4.037033744,-4.037033744,9.299723933,5.262690189,0,2,10935,0,193,0,0,10935,0.011979881,-1.463892579,0.343460411,0,0,0,0,0,13.76813889,2.498041093,-0.479665458,2.275899058,0,0,0,0,0
1132,0.957553484,0.620689655,0.5,0.379310345,0.120689655,53.86699507,0.018564243,197.8196214,17.46708173,-1.270275116,30.43861119,0.878446115,0.887493734,0.901754386,0.917042607,0.926566416,0.620902256,3.986517954,-3.986517954,9.299723933,5.313205979,0,2,10935,0,203,0,0,10935,0.013808871,-0.217458248,-0.011238007,0,0,0,0,0,14.13247585,2.766509715,-0.12278273,2.43768405,0,0,0,0,0
1133,0.67078557,0.824207493,0.5,0.175792507,0.324207493,31.5129683,0.031732968,341.7248934,20.38814032,-1.098138344,46.8930037,0.979743231,0.925275444,0.936540616,0.974430439,0.968557423,0.824253035,3.450399153,-3.450399153,9.299723933,5.84932478,0,2,10935,0,347,0,0,10935,0.021033379,-0.346028805,-0.459212512,0,0,0,0,0,18.53605461,2.636822701,-0.366796285,2.921380514,0,0,0,0,0
1135,0.71051637,0.805633803,0.5,0.194366197,0.305633803,30.8028169,0.032464563,349.6461026,17.0845436,-1.148251617,43.28989387,0.974920635,0.985868347,0.980233427,0.983174603,0.983095238,0.805686275,3.427606144,-3.427606144,9.299723933,5.872117789,0,2,10935,0,355,0,0,10935,0.021033379,-0.575789928,0.859899223,0,0,0,0,0,18.74744987,2.383357856,-0.349031687,2.684660632,0,0,0,0,0
1136,0.999953833,0.504,0.5,0.496,0.004,43.74,0.022862369,244.7509785,19.63886212,-1.294276511,34.94492291,0.908846154,0.94024359,0.920679487,0.932564103,0.919897436,0.526589744,3.778263015,-3.778263015,9.299723933,5.521460918,0,2,10935,0,250,0,0,10935,0.016278006,-0.755988598,-0.139855012,0,0,0,0,0,15.70428944,2.86668648,-0.324170738,2.603115138,0,0,0,0,0
1137,0.998363673,0.523809524,0.5,0.476190476,0.023809524,20.02747253,0.049931413,540.8758545,25.98808456,-0.928734303,66.55678903,0.985420875,0.963501684,0.957979798,0.978114478,0.972626263,0.527407407,2.997104957,-2.997104957,9.299723933,6.302618976,0,2,10935,0,546,0,0,10935,0.02962963,-1.512932181,0.102722056,0,0,0,0,0,23.29834175,2.898150337,-0.243385822,3.343656018,0,0,0,0,0
1140,0.964078765,0.611111111,0.5,0.388888889,0.111111111,33.75,0.02962963,318.5252529,25.32441304,-0.588604689,47.29547782,0.894932185,0.926111926,0.892097385,0.932261119,0.91350501,0.611217009,3.518980417,-3.518980417,9.299723933,5.780743516,0,2,10935,0,324,0,0,10935,0.021490626,-0.487467051,0.097235635,0,0,0,0,0,17.896595,3.212393733,-0.132826865,2.9746932,0,0,0,0,0
1141,0.997266543,0.530769231,0.5,0.469230769,0.030769231,84.11538462,0.011888432,124.8683166,9.79777235,-1.701968431,17.67920006,0.96978022,0.992307692,0.992307692,0.985164835,0.992307692,0.806227106,4.432189483,-4.432189483,9.299723933,4.86753445,0,2,10935,0,130,0,0,10935,0.008321902,-1.710735917,0.162688717,0,0,0,0,0,11.26046085,2.096337829,-0.87444967,1.841277161,0,0,0,0,0
1143,0.745517843,0.787878788,0.5,0.212121212,0.287878788,30.12396694,0.033196159,357.7022317,22.64270693,-1.162925144,53.50261694,0.925720721,0.917145002,0.909116259,0.94494423,0.925023595,0.793453453,3.405321099,-3.405321099,9.299723933,5.894402834,0,2,10935,0,363,0,0,10935,0.021673525,-0.653137207,-0.458895773,0,0,0,0,0,18.96183777,2.753628163,-0.324249148,3.132371931,0,0,0,0,0
1144,0.740959522,0.790273556,0.5,0.209726444,0.290273556,33.23708207,0.030086877,323.7640349,19.88794068,-1.379698038,42.415628,0.987784091,0.984848485,0.975662879,0.987784091,0.996969697,0.790340909,3.503666182,-3.503666182,9.299723933,5.796057751,0,2,10935,0,329,0,0,10935,0.018655693,-0.633280039,0.909962118,0,0,0,0,0,18.04563522,2.720933874,-0.483522952,2.772391308,0,0,0,0,0
1145,0.993877418,0.546031746,0.5,0.453968254,0.046031746,17.35714286,0.057613169,624.8510742,31.78756799,-0.704055548,74.21502344,0.928454621,0.944306836,0.947557444,0.972984671,0.95562196,0.590721806,2.854004114,-2.854004114,9.299723933,6.445719819,0,2,10935,0,630,0,0,10935,0.036305441,-1.060575366,-0.229401603,0,0,0,0,0,25.03548622,3.268786015,-0.085538387,3.539503435,0,0,0,0,0
1147,0.775363846,0.771513353,0.5,0.228486647,0.271513353,32.44807122,0.030818473,331.7488216,23.22061576,-1.126905084,47.35851632,0.976292335,0.95855615,0.94973262,0.970499109,0.970499109,0.771657754,3.479641003,-3.479641003,9.299723933,5.82008293,0,2,10935,0,337,0,0,10935,0.01920439,-0.495217323,0.733080864,0,0,0,0,0,18.26532745,3.010343047,-0.437135547,2.959108982,0,0,0,0,0
1148,0.834135194,0.735042735,0.5,0.264957265,0.235042735,23.36538462,0.042798354,462.9178577,29.32952228,-0.395826124,58.00705346,0.944565217,0.93451087,0.929891304,0.970380435,0.963768116,0.735144928,3.151255637,-3.151255637,9.299723933,6.148468296,0,2,10935,0,468,0,0,10935,0.029080933,-0.68672204,-0.02919665,0,0,0,0,0,21.56097794,3.362938811,-0.088890247,3.22538679,0,0,0,0,0
1149,0.986740377,0.56768559,0.5,0.43231441,0.06768559,23.87554585,0.041883859,452.7984314,30.92258431,-1.095776058,65.92975731,0.969516908,0.936714976,0.947487923,0.971642512,0.965120773,0.567729469,3.172854749,-3.172854749,9.299723933,6.126869184,0,2,10935,0,458,0,0,10935,0.025880201,-1.297977209,-0.322045088,0,0,0,0,0,21.32361031,3.415856986,-0.228448838,3.462401654,0,0,0,0,0
1150,0.838703444,0.731914894,0.5,0.268085106,0.231914894,23.26595745,0.042981253,464.6119332,30.85602589,-0.287192583,60.16559611,0.930033919,0.953403484,0.944844665,0.968347209,0.957433318,0.731999692,3.146991238,-3.146991238,9.299723933,6.152732695,0,2,10935,0,470,0,0,10935,0.02953818,-0.348013639,-0.072526805,0,0,0,0,0,21.59673309,3.448623131,-0.106670573,3.297868797,0,0,0,0,0
1151,0.990281404,0.557971014,0.5,0.442028986,0.057971014,79.23913043,0.012620027,132.9475842,12.75078895,-0.897613049,21.93143907,0.928351648,0.810842491,0.821208791,0.899304029,0.877326007,0.529157509,4.372470248,-4.372470248,9.299723933,4.927253685,0,2,10935,0,138,0,0,10935,0.009510745,0.783153534,0.75816232,0,0,0,0,0,11.61538696,2.429415506,-0.436436772,2.091324293,0,0,0,0,0
1152,0.824363354,0.741573034,0.5,0.258426966,0.241573034,40.95505618,0.02441701,261.9455566,22.05376051,-0.644732798,42.03219974,0.988746439,0.973931624,0.977635328,0.988888889,0.988746439,0.850381766,3.712475275,-3.712475275,9.299723933,5.587248658,0,2,10935,0,267,0,0,10935,0.017101052,-0.891364098,0.662096679,0,0,0,0,0,16.24549866,3.016698538,-0.199154213,2.823659322,0,0,0,0,0
1153,0.976020648,0.590909091,0.5,0.409090909,0.090909091,22.59297521,0.044261545,478.6814808,31.12836158,-1.037998199,71.36656499,0.888461608,0.927577254,0.913204697,0.938173035,0.925584383,0.593002786,3.117639026,-3.117639026,9.299723933,6.182084907,0,2,10935,0,484,0,0,10935,0.027983539,-1.352301955,0.119831875,0,0,0,0,0,21.92082596,3.233963108,-0.155494779,3.620234676,0,0,0,0,0
1154,0.911000086,0.673796791,0.5,0.326203209,0.173796791,58.47593583,0.017101052,181.8407186,16.1879037,-1.392444849,27.05414977,0.957280702,0.894590643,0.867368421,0.957280702,0.941988304,0.67377193,4.068615316,-4.068615316,9.299723933,5.231108617,0,2,10935,0,187,0,0,10935,0.012711477,-1.029973745,0.268275678,0,0,0,0,0,13.55574799,2.678333221,-0.298256159,2.316846082,0,0,0,0,0
1155,0.937456171,0.646153846,0.5,0.353846154,0.146153846,56.07692308,0.017832647,189.8043211,15.40122293,-1.202988386,28.06500969,0.974473684,0.968654971,0.963654971,0.978654971,0.984210526,0.646140351,4.026724375,-4.026724375,9.299723933,5.272999559,0,2,10935,0,195,0,0,10935,0.012437128,-1.410168052,0.478193253,0,0,0,0,0,13.84571648,2.551539166,-0.234716624,2.326020467,0,0,0,0,0
1156,0.855450811,0.72,0.5,0.28,0.22,39.76363636,0.025148605,269.950763,23.69182834,-0.556529284,44.56238875,0.675620676,0.71984127,0.77037037,0.79524827,0.676302401,0.712952788,3.682952835,-3.682952835,9.299723933,5.616771098,0,2,10935,0,275,0,0,10935,0.018381344,0.083484173,0.383794665,0,0,0,0,0,16.49011803,3.105407874,-0.165354446,2.960527255,0,0,0,0,0
1157,0.701536624,0.809968847,0.5,0.190031153,0.309968847,34.06542056,0.029355281,315.7786865,21.75426193,-1.198721766,42.88619921,0.990625,0.96875,0.965625,0.990625,0.9875,0.803787879,3.52828281,-3.52828281,9.299723933,5.771441123,0,2,10935,0,321,0,0,10935,0.018472794,-0.670999289,0.782399476,0,0,0,0,0,17.82321548,2.915671351,-0.548714459,2.849489973,0,0,0,0,0
1158,0.986002907,0.569536424,0.5,0.430463576,0.069536424,18.10430464,0.055235482,598.8492828,33.4312273,-0.955514897,72.09065688,0.96363388,0.971830601,0.950409836,0.971830601,0.970191257,0.65726776,2.896149735,-2.896149735,9.299723933,6.403574198,0,2,10935,0,604,0,0,10935,0.033927755,-1.299385905,-0.021890098,0,0,0,0,0,24.51067352,3.505547066,-0.134386018,3.514413777,0,0,0,0,0
1159,0.78751258,0.764478764,0.5,0.235521236,0.264478764,42.22007722,0.023685414,253.9562681,22.52613707,-0.502745152,41.08936211,0.829811966,0.736569801,0.868296296,0.891811966,0.89151567,0.764535613,3.742895871,-3.742895871,9.299723933,5.556828062,0,2,10935,0,259,0,0,10935,0.0173754,0.731016159,0.470310062,0,0,0,0,0,15.99788284,3.056982041,-0.209685519,2.829539388,0,0,0,0,0
1160,0.884251941,0.697560976,0.5,0.302439024,0.197560976,26.67073171,0.037494284,404.6052551,24.12837757,-1.215615511,55.11187493,0.934114402,0.926797329,0.894715447,0.933760163,0.951260163,0.673368177,3.283566773,-3.283566773,9.299723933,6.01615716,0,2,10935,0,410,0,0,10935,0.024142661,-1.005237818,-0.233015969,0,0,0,0,0,20.15951729,2.862856102,-0.345658839,3.174244932,0,0,0,0,0
1162,0.96155988,0.614906832,0.5,0.385093168,0.114906832,33.95962733,0.029446731,316.927597,25.6733081,-0.627929211,48.56540439,0.766846896,0.850614003,0.815811339,0.866321481,0.831934262,0.615004888,3.525172388,-3.525172388,9.299723933,5.774551546,0,2,10935,0,322,0,0,10935,0.02085048,1.17100668,0.660021901,0,0,0,0,0,17.85748672,3.197316591,-0.223106191,3.047055162,0,0,0,0,0
1163,0.911231903,0.67357513,0.5,0.32642487,0.17357513,28.32901554,0.035299497,380.7466582,25.50460162,-0.892308699,50.93279578,0.966194332,0.940418354,0.932591093,0.979217274,0.968960864,0.673684211,3.343886564,-3.343886564,9.299723933,5.955837369,0,2,10935,0,386,0,0,10935,0.022130773,-0.795342922,0.530560017,0,0,0,0,0,19.56064224,3.138454202,-0.41650793,3.074998559,0,0,0,0,0
1164,0.914650001,0.67027027,0.5,0.32972973,0.17027027,59.10810811,0.016918153,179.634613,14.80041291,-0.94882679,25.9934658,0.67994152,0.643099415,0.68494152,0.702426901,0.578479532,0.670263158,4.079368108,-4.079368108,9.299723933,5.220355825,0,2,10935,0,185,0,0,10935,0.011979881,0.908442974,1.046018839,0,0,0,0,0,13.47031689,2.511952058,-0.554863334,2.253305335,0,0,0,0,0
1165,0.947005709,0.634686347,0.5,0.365313653,0.134686347,20.17527675,0.049565615,536.6105478,36.22589281,-0.213909864,74.71202166,0.937125341,0.91520742,0.926082841,0.964909472,0.95376215,0.630960549,3.004457932,-3.004457932,9.299723933,6.295266001,0,2,10935,0,542,0,0,10935,0.033744856,-0.525642157,-0.010281106,0,0,0,0,0,23.20382118,3.684087282,0.029815562,3.670640588,0,0,0,0,0
1167,0.91933398,0.665625,0.5,0.334375,0.165625,0.025,40,157,31.73183771,-0.819329024,52.74155011,0.625656769,0.665725806,0.662677175,0.681445503,0.594959677,0.662695503,-3.688879454,3.688879454,2.079441542,5.768320996,1,2,8,0,320,0,0,7,0.5,1.961406111,1.476281787,0,0,0,0.142857143,7,7.302967433,3.132794995,0.713984935,2.189118516,3,3,3,0,3
1169,0.991394387,0.554557708,0.5,0.445442292,0.054557708,1.30E-05,77054.71429,2.756677468,0.461810191,-1.014534442,1.6447886,,,,,,,-11.25227102,11.25227102,1.945910149,13.19818117,4,2,7,0,539383,0,0,3,0.236156352,0.075757766,0.161731679,0,0,0,1.333333333,0.75,1.49396167,0.813079527,0.076384398,0.58006761,293,152.75,7,140.3039112,611
12,3.321928095,0.1,0.1,0.1,0,0.108,9.259259259,1.694037437,-0.317399336,-1.388848709,0.538617393,0.9625,0.1985,0.8905,0.983,0.924,0.1905,-2.225624052,2.225624052,5.375278408,7.60090246,0,10,216,0,2000,0,0,216,0.138888889,-0.961653471,-0.028900011,0,0,0,0,0,0.862423122,0.027539848,-1.073018312,0.424303618,0,0,0,0,0
1217,0.263474825,0.955292404,0.5,0.044707596,0.455292404,7.35E-05,13603.54545,130058.1565,11832.90597,-3,37386.11021,0.919359257,0.955292404,0.913171039,0.955305769,0.934716194,0.955292404,-9.518085733,9.518085733,2.397895273,11.91598101,0,2,11,0,149639,0,0,11,0.818181818,24.77435684,-4.304561138,0,0,0,0,0,351.3858032,33.68927613,-0.872841835,100.4901482,0,0,0,0,0
1236,0.504750193,0.888391,0.5,0.111609,0.388391,3.00E-06,333333.3333,0,0,0,0,1,0.888391,1,1,1,0.888391,-12.71689827,12.71689827,1.098612289,13.81551056,3,2,3,0,1000000,0,0,0,0.666666667,-0.531064912,0.013991326,0,0,0,0,0,0,0,0,0,3,3,3,0,9
1237,0.990950892,0.555943,0.5,0.444057,0.055943,3.00E-06,333333.3333,0,0,0,0,1,0.777824998,1,1,1,0.667138001,-12.71689827,12.71689827,1.098612289,13.81551056,3,2,3,0,1000000,0,0,0,0.666666667,-0.531064912,0.013991326,0,0,0,0,0,0,0,0,0,3,3,3,0,9
1238,0.918533317,0.666429,0.5,0.333571,0.166429,3.00E-06,333333.3333,0,0,0,0,1,1,1,0.666429,1,0.666429,-12.71689827,12.71689827,1.098612289,13.81551056,3,2,3,0,1000000,0,0,0,0.666666667,-0.531064912,0.013991326,0,0,0,0,0,0,0,0,0,3,3,3,0,9
14,3.321928095,0.1,0.1,0.1,0,0.038,26.31578947,1.986940502,0.115710341,-1.125466481,0.632723429,0.788,0.197,0.733,0.8075,0.764,0.1465,-3.270169119,3.270169119,4.33073334,7.60090246,0,10,76,0,2000,0,0,76,0.763157895,-0.637459278,0.416411251,0,0,0,0,0,1.029212832,0.544292034,-0.120534077,0.247355442,0,0,0,0,0
1412,0.62188776,0.845132743,0.5,0.154867257,0.345132743,0.101769912,9.826086957,37.89359749,3.29678111,-0.505034365,8.184406288,0.814146904,0.822859025,0.800329381,0.854496047,0.788059947,0.845586298,-2.285040783,2.285040783,3.135494216,5.420534999,2,2,23,0,226,0,0,21,0.583333333,-0.055467455,-0.788246124,0,0,0,0.095238095,10.5,5.489837311,0.848185209,-0.894205098,1.323195568,2,1.5,1,0.5,3
1413,1.584962501,0.333333333,0.333333333,0.333333333,0,0.026666667,37.5,0.241442919,-0.76568265,-1.395359804,0.665602139,0.946666667,0.666666667,0.926666667,0.98,0.953333333,0.62,-3.624340933,3.624340933,1.386294361,5.010635294,0,3,4,0,150,0,0,4,0.5,-1.367664337,-0.26016587,0,0,0,0,0,0.330702811,0.066700071,-0.271711767,0.261433681,0,0,0,0,0
1441,0.557661111,0.869918699,0.5,0.130081301,0.369918699,0.317073171,3.153846154,14.95550821,5.837084987,-0.769733585,4.133282623,0.8504662,0.903613054,0.812645688,0.87004662,0.818298368,0.872086247,-1.148622709,1.148622709,3.663561646,4.812184355,0,2,39,0,123,0,0,39,0.256410256,5.096944809,2.13323164,0,0,0,0,0,3.685029268,2.037305792,-1.547579408,1.06851244,0,0,0,0,0
1442,0.489940578,0.893280632,0.5,0.106719368,0.393280632,0.146245059,6.837837838,65.67017905,7.874975482,-0.276265966,13.365386,0.791846154,0.882230769,0.81925641,0.87374359,0.785923077,0.893769231,-1.922471576,1.922471576,3.610917913,5.533389489,0,2,37,0,253,0,0,37,0.297297297,2.749873161,1.549590826,0,0,0,0,0,8.076888084,2.114446738,-0.964375496,1.557606704,0,0,0,0,0
1443,0.397470755,0.921331316,0.5,0.078668684,0.421331316,0.055975794,17.86486486,255.3452148,62.18611553,-1.234982967,61.97582411,0.915487945,0.921366942,0.895721741,0.921275093,0.885023136,0.91985179,-2.882835927,2.882835927,3.610917913,6.49375384,0,2,37,0,661,0,0,37,0.324324324,83.76332855,7.204679012,0,0,0,0,0,14.45217514,5.649338663,-0.059191819,3.431721467,0,0,0,0,0
1444,0.534410667,0.878235858,0.5,0.121764142,0.378235858,0.035474593,28.18918919,867.0649414,188.3728321,-1.146294902,217.7683906,0.860028806,0.878262829,0.829229613,0.871531349,0.351666844,0.878262829,-3.338938542,3.338938542,3.610917913,6.949856455,0,2,37,0,1043,0,0,37,0.324324324,252.306778,12.7886219,0,0,0,0,0,28.49970818,9.44510161,0.038096171,7.51164016,0,0,0,0,0
1446,0.55297405,0.871621622,0.5,0.128378378,0.371621622,0.125,8,161.1218958,29.1429314,-1.119565458,34.76428139,0.797619048,0.871904762,0.760952381,0.833809524,0.796904762,0.871904762,-2.079441542,2.079441542,3.610917913,5.690359454,0,2,37,0,296,0,0,37,0.297297297,32.47419357,4.332324028,0,0,0,0,0,11.49604988,3.794010329,-0.479025364,2.360339154,0,0,0,0,0
1447,0.553145318,0.871559633,0.5,0.128440367,0.371559633,0.113149847,8.837837838,102.7196579,22.26505347,-1.086645583,21.93950397,0.788942736,0.871724599,0.785071301,0.843699866,0.816694519,0.871724599,-2.179042258,2.179042258,3.610917913,5.789960171,0,2,37,0,327,0,0,37,0.297297297,22.61329842,-3.93698287,0,0,0,0,0,9.209169388,3.557945971,-0.450114101,1.915561272,0,0,0,0,0
1448,0.692105325,0.81443299,0.5,0.18556701,0.31443299,0.201030928,4.974358974,60.40716934,8.969348771,-0.589558222,11.15129383,0.759064327,0.835935673,0.784269006,0.795935673,0.795672515,0.815087719,-1.604296513,1.604296513,3.663561646,5.267858159,0,2,39,0,194,0,0,39,0.256410256,6.853329659,2.286342382,0,0,0,0,0,6.815908432,2.247627436,-1.287053585,1.422846882,0,0,0,0,0
1449,0.489940578,0.893280632,0.5,0.106719368,0.393280632,0.146245059,6.837837838,65.67017905,7.874975482,-0.276265966,13.365386,0.791846154,0.882230769,0.81925641,0.87374359,0.785923077,0.893769231,-1.922471576,1.922471576,3.610917913,5.533389489,0,2,37,0,253,0,0,37,0.297297297,2.749873161,1.549590826,0,0,0,0,0,8.076888084,2.114446738,-0.964375496,1.557606704,0,0,0,0,0
1450,0.935841553,0.648,0.5,0.352,0.148,0.312,3.205128205,19.90047672,7.194323089,-0.619513841,4.898011333,0.705128205,0.712545788,0.624908425,0.673168498,0.703663004,0.648901099,-1.164752091,1.164752091,3.663561646,4.828313737,0,2,39,0,125,0,0,39,0.282051282,7.989630699,2.600711823,0,0,0,0,0,4.125295162,2.299044594,-1.349669695,1.105382939,0,0,0,0,0
1451,0.424762501,0.913475177,0.5,0.086524823,0.413475177,0.05248227,19.05405405,262.3252869,56.09412509,-1.212322022,59.42452808,0.89502571,0.913497094,0.892329533,0.906453722,0.88379611,0.912068522,-2.94727989,2.94727989,3.610917913,6.558197803,0,2,37,0,705,0,0,37,0.324324324,58.31803894,-5.868244171,0,0,0,0,0,14.89241886,5.333973688,-0.057217374,3.24904417,0,0,0,0,0
1452,0.149652349,0.97852349,0.5,0.02147651,0.47852349,0.048322148,20.69444444,416.742102,132.957655,-1.037718415,120.461482,0.961134148,0.978576083,0.96115266,0.963800815,0.911583611,0.978576083,-3.02986528,3.02986528,3.583518938,6.613384218,0,2,36,0,745,0,0,36,0.277777778,176.1141968,10.96842098,0,0,0,0,0,18.32990456,8.3295284,-2.660192251,5.460410331,0,0,0,0,0
1453,0.541933067,0.875580316,0.5,0.124419684,0.375580316,0.034354689,29.10810811,715.5377808,175.9129408,-1.135290623,189.3926369,0.849705701,0.875607731,0.842271539,0.87839448,0.350617893,0.875607731,-3.371016765,3.371016765,3.610917913,6.981934677,0,2,37,0,1077,0,0,37,0.351351351,231.5406036,12.04506493,0,0,0,0,0,25.3431797,9.123051879,0.021315834,6.906735706,0,0,0,0,0
1454,0.535324722,0.877914952,0.5,0.122085048,0.377914952,0.025377229,39.40540541,768.9856558,104.7230005,-1.509888887,148.7757364,0.88,0.877921587,0.885436939,0.907392537,0.876542277,0.877921587,-3.673903,3.673903,3.610917913,7.284820913,0,2,37,0,1458,0,0,37,0.405405405,17.02150345,-3.223246574,0,0,0,0,0,25.45763397,6.443644042,-0.463453293,5.10214431,0,0,0,0,0
